Transaction_ID,Date,Market,Category,Amount_USD,Fee_USD,Payment_Type,Fraud_Flag,Merchant,Customer_Tier
TXN-01100,2024-12-19,Nigeria,Health,88.37,1.91,Mobile Money,No,Jumia,Standard
TXN-01101,2024-10-16,South Africa,Groceries,56.32,1.32,QR Code,No,Checkers,Standard
TXN-01102,2024-12-14,Nigeria,Food & Dining,44.16,0.84,Card,No,Dangote Store,Standard
TXN-01103,2024-08-04,South Africa,Groceries,84.41,1.82,Card,No,DSTV SA,Premium
TXN-01104,2024-05-16,Ghana,Entertainment,56.14,1.38,Mobile Money,No,Melcom,Premium
TXN-01105,2024-08-12,Ghana,Travel,507.67,12.07,Mobile Money,No,Africa World Airlines,Standard
TXN-01106,2024-05-11,Kenya,Travel,1309.91,33.3,Mobile Money,No,Quickmart,Standard
TXN-01107,2024-12-02,South Africa,Entertainment,46.74,1.04,Card,No,FlySafair,Business
TXN-01108,2024-05-06,Kenya,Electronics,714.01,14.5,QR Code,No,Carrefour Kenya,Standard
TXN-01109,2024-12-22,Nigeria,Groceries,64.97,1.26,Card,No,Jumia,Standard
TXN-01110,2024-08-07,Kenya,Entertainment,14.14,0.36,Mobile Money,No,DStv Kenya,Standard
TXN-01111,2024-02-15,Nigeria,Groceries,184.33,3.97,Mobile Money,No,GTBank,Premium
TXN-01112,2024-12-24,Ghana,Health,543.55,10.75,Mobile Money,No,MultiChoice Ghana,Premium
TXN-01113,2024-04-21,South Africa,Transfers,3455.29,9.62,Mobile Money,Yes,Checkers,Standard
TXN-01114,2024-05-27,Ghana,Entertainment,85.81,1.98,Mobile Money,No,Africa World Airlines,Premium
TXN-01115,2024-09-09,Nigeria,Travel,1282.08,24.43,Card,Yes,Jumia,Standard
TXN-01116,2024-11-24,Kenya,Food & Dining,38.62,0.91,Mobile Money,No,Equity Bank,Standard
TXN-01117,2024-06-19,Nigeria,Food & Dining,57.49,1.44,Card,No,Netflix Nigeria,Standard
TXN-01118,2024-07-21,Nigeria,Food & Dining,10.31,0.19,Card,No,Air Peace,Standard
TXN-01119,2024-06-15,Nigeria,Transfers,2350.44,3.85,Mobile Money,No,GTBank,Standard
TXN-01120,2024-10-16,South Africa,Health,504.18,9.19,Card,No,DSTV SA,Premium
TXN-01121,2024-01-25,Nigeria,Transfers,4054.7,7.5,Mobile Money,Yes,Netflix Nigeria,Standard
TXN-01122,2024-10-11,Ghana,Groceries,32.79,0.82,Mobile Money,No,KFC Ghana,Standard
TXN-01123,2024-12-20,Ghana,Groceries,114.43,2.08,Mobile Money,No,MultiChoice Ghana,Standard
TXN-01124,2024-12-25,South Africa,Groceries,31.57,0.7,QR Code,No,DSTV SA,Standard
TXN-01125,2024-11-08,Nigeria,Groceries,54.3,1.22,Mobile Money,No,Shoprite Nigeria,Standard
TXN-01126,2024-10-17,Kenya,Food & Dining,13.63,0.28,Mobile Money,No,KPLC,Standard
TXN-01127,2024-01-24,Kenya,Entertainment,18.32,0.44,Mobile Money,No,Carrefour Kenya,Premium
TXN-01128,2024-07-23,South Africa,Food & Dining,50.66,1.16,Mobile Money,No,DSTV SA,Standard
TXN-01129,2024-03-20,South Africa,Entertainment,38.46,0.79,Card,No,Takealot,Standard
TXN-01130,2024-07-10,Nigeria,Electronics,258.92,5.25,Card,No,CMS Hospital,Standard
TXN-01131,2024-01-16,South Africa,Health,523.06,11.31,Card,No,Netcare,Premium
TXN-01132,2024-07-16,Ghana,Transfers,4057.92,11.98,Mobile Money,Yes,Vodafone Ghana,Standard
TXN-01133,2024-08-03,Kenya,Utilities,75.07,1.69,Mobile Money,No,Safaricom,Standard
TXN-01134,2024-06-24,Nigeria,Groceries,71.31,1.52,Mobile Money,No,Jumia,Standard
TXN-01135,2024-11-18,Nigeria,Health,195.32,4.27,Card,No,Slot,Standard
TXN-01136,2024-12-14,Ghana,Food & Dining,23.79,0.57,Mobile Money,No,KFC Ghana,Premium
TXN-01137,2024-01-14,Nigeria,Utilities,22.59,0.56,Mobile Money,Yes,Slot,Standard
TXN-01138,2024-06-10,Ghana,Health,142.51,3.58,Mobile Money,No,Korle Bu Hospital,Standard
TXN-01139,2024-07-07,South Africa,Health,249.72,5.44,Mobile Money,No,Pick n Pay,Standard
TXN-01140,2024-03-23,South Africa,Groceries,24.84,0.46,QR Code,No,Netcare,Standard
TXN-01141,2024-03-04,Ghana,Food & Dining,30.78,0.59,Mobile Money,No,Africa World Airlines,Standard
TXN-01142,2024-05-01,South Africa,Electronics,1259.95,28.57,Card,No,DSTV SA,Premium
TXN-01143,2024-12-18,Ghana,Transfers,804.49,1.98,Mobile Money,No,KFC Ghana,Standard
TXN-01144,2024-02-17,Ghana,Entertainment,39.74,0.9,Mobile Money,No,Accra Mall,Standard
TXN-01145,2024-09-16,Kenya,Groceries,32.24,0.82,Mobile Money,No,Nairobi Hospital,Standard
TXN-01146,2024-11-11,Kenya,Health,326.75,6.99,Mobile Money,No,Carrefour Kenya,Standard
TXN-01147,2024-04-13,Nigeria,Food & Dining,22.15,0.49,Card,No,EKEDC,Standard
TXN-01148,2024-12-21,South Africa,Transfers,5077.34,10.05,Card,No,Checkers,Premium
TXN-01149,2024-12-21,Nigeria,Groceries,60.2,1.41,Card,No,Jumia,Standard
TXN-01150,2024-11-07,Nigeria,Groceries,14.18,0.31,Card,Yes,Air Peace,Premium
TXN-01151,2024-05-12,South Africa,Travel,740.73,17.17,Card,No,Eskom,Standard
TXN-01152,2024-04-02,South Africa,Entertainment,84.02,2.18,Card,No,Cape Union Mart,Premium
TXN-01153,2024-10-21,South Africa,Entertainment,6.3,0.16,Mobile Money,No,Pick n Pay,Standard
TXN-01154,2024-02-27,South Africa,Groceries,24.71,0.46,Card,No,Netcare,Premium
TXN-01155,2024-09-24,Kenya,Entertainment,33.61,0.8,QR Code,No,Java House,Premium
TXN-01156,2024-07-22,Nigeria,Entertainment,12.86,0.32,Card,No,Slot,Premium
TXN-01157,2024-03-02,Nigeria,Electronics,179.73,4.31,Card,Yes,Air Peace,Standard
TXN-01158,2024-08-04,Nigeria,Utilities,108.42,2.35,Mobile Money,No,Slot,Premium
TXN-01159,2024-03-19,Ghana,Groceries,9.17,0.21,Mobile Money,No,Africa World Airlines,Standard
TXN-01160,2024-05-22,Ghana,Health,307.22,5.86,Mobile Money,No,ECG Ghana,Standard
TXN-01161,2024-04-19,Nigeria,Electronics,712.68,13.84,Mobile Money,No,Air Peace,Standard
TXN-01162,2024-02-12,Ghana,Food & Dining,52.69,1.21,Card,No,Accra Mall,Premium
TXN-01163,2024-06-18,Ghana,Health,265.48,6.23,Mobile Money,No,Maxmart,Standard
TXN-01164,2024-08-24,South Africa,Groceries,64.68,1.41,Mobile Money,No,Pick n Pay,Premium
TXN-01165,2024-07-15,Ghana,Food & Dining,37.36,0.68,Card,No,Melcom,Standard
TXN-01166,2024-03-16,Nigeria,Transfers,4570.09,7.37,Mobile Money,Yes,Shoprite Nigeria,Standard
TXN-01167,2024-06-20,Nigeria,Utilities,45.94,1.13,Mobile Money,No,Chicken Republic,Standard
TXN-01168,2024-07-13,Nigeria,Health,556.59,14.03,Card,No,Air Peace,Premium
TXN-01169,2024-12-13,Ghana,Groceries,41.67,0.95,Card,No,Accra Mall,Standard
TXN-01170,2024-10-05,Ghana,Entertainment,9.07,0.22,Mobile Money,No,Palace Mall,Standard
TXN-01171,2024-03-01,Ghana,Electronics,280.65,5.47,QR Code,No,Africa World Airlines,Standard
TXN-01172,2024-03-18,South Africa,Food & Dining,23.96,0.52,Card,No,Cape Union Mart,Standard
TXN-01173,2024-09-27,Nigeria,Electronics,1161.76,23.87,QR Code,No,Chicken Republic,Business
TXN-01174,2024-12-27,Ghana,Health,222.96,4.63,Card,No,Melcom,Standard
TXN-01175,2024-04-20,Kenya,Electronics,426.09,7.68,Mobile Money,No,Carrefour Kenya,Standard
TXN-01176,2024-09-05,Nigeria,Groceries,18.4,0.39,Mobile Money,No,Air Peace,Standard
TXN-01177,2024-06-27,Nigeria,Electronics,605.21,12.82,Card,No,Slot,Business
TXN-01178,2024-05-24,Kenya,Health,38.43,0.79,Mobile Money,No,Nairobi Hospital,Premium
TXN-01179,2024-01-21,South Africa,Food & Dining,37.95,0.76,Card,No,Cape Union Mart,Premium
TXN-01180,2024-07-25,Nigeria,Food & Dining,25.07,0.61,QR Code,No,CMS Hospital,Standard
TXN-01181,2024-11-03,Kenya,Food & Dining,129.06,2.53,Card,No,Nairobi Hospital,Business
TXN-01182,2024-06-15,Nigeria,Groceries,49.12,1.23,Card,No,Chicken Republic,Standard
TXN-01183,2024-09-25,South Africa,Utilities,42.12,0.76,Card,No,Takealot,Standard
TXN-01184,2024-02-24,Kenya,Entertainment,8.78,0.16,Card,No,KQ Airways,Standard
TXN-01185,2024-12-12,South Africa,Transfers,4136.58,11.04,Card,No,Cape Union Mart,Standard
TXN-01186,2024-01-11,Nigeria,Groceries,275.13,6.89,Mobile Money,No,Slot,Business
TXN-01187,2024-05-21,South Africa,Food & Dining,57.27,1.15,Card,No,DSTV SA,Standard
TXN-01188,2024-12-26,Kenya,Electronics,435.53,10.82,Mobile Money,No,Java House,Standard
TXN-01189,2024-08-07,South Africa,Food & Dining,85.72,1.73,Card,No,Pick n Pay,Premium
TXN-01190,2024-09-09,Kenya,Electronics,972.1,19.63,Mobile Money,No,Java House,Premium
TXN-01191,2024-02-08,Kenya,Food & Dining,20.83,0.49,Card,No,Equity Bank,Standard
TXN-01192,2024-05-13,Nigeria,Utilities,38.77,0.95,Mobile Money,No,Netflix Nigeria,Standard
TXN-01193,2024-04-23,Kenya,Food & Dining,41.34,0.93,Mobile Money,No,Java House,Standard
TXN-01194,2024-02-24,South Africa,Food & Dining,22.34,0.52,Mobile Money,No,Pick n Pay,Standard
TXN-01195,2024-09-19,Nigeria,Health,389.88,8.75,Mobile Money,No,Jumia,Standard
TXN-01196,2024-02-20,South Africa,Groceries,31.67,0.6,Card,No,DSTV SA,Standard
TXN-01197,2024-08-12,South Africa,Food & Dining,22.57,0.47,Mobile Money,No,Steers,Standard
TXN-01198,2024-07-18,Nigeria,Entertainment,25.88,0.64,Mobile Money,No,GTBank,Standard
TXN-01199,2024-06-01,Ghana,Food & Dining,14.47,0.37,Mobile Money,No,Palace Mall,Standard
TXN-01200,2024-06-21,Kenya,Electronics,762.09,14.21,Mobile Money,No,Naivas,Premium
